date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:01:50	994/994	---M-Z	200	added ('OK')	application/javascript	etag:%223e2-55835a8cbe900-gzip%22	https://cavaglia.eu/wp-content/plugins/mailchimp//js/mailchimp.js?ver=1.5.7	cavaglia.eu/wp-content/plugins/mailchimp/js/mailchimp00e2.js	(from https://cavaglia.eu/)
21:01:51	3929/3929	---M-Z	200	added ('OK')	application/javascript	etag:%22f59-5c002bfab37ef-gzip%22	https://cavaglia.eu/wp-includes/js/jquery/ui/core.min.js?ver=1.11.4	cavaglia.eu/wp-includes/js/jquery/ui/core.mine899.js	(from https://cavaglia.eu/)
21:01:52	75876/75876	---M-Z	200	added ('OK')	application/javascript	etag:%2212864-55835a8cbe900-gzip%22	https://cavaglia.eu/wp-content/plugins/mailchimp//js/datepicker.js?ver=5.1.18	cavaglia.eu/wp-content/plugins/mailchimp/js/datepickerad9f.js	(from https://cavaglia.eu/)
21:01:53	1190/1190	---M-Z	200	added ('OK')	application/javascript	etag:%224a6-55835a71167c0-gzip%22	https://cavaglia.eu/wp-content/plugins/google-analyticator/external-tracking.min.js?ver=6.5.4	cavaglia.eu/wp-content/plugins/google-analyticator/external-tracking.min380f.js	(from https://cavaglia.eu/)
21:01:54	780/780	---M-Z	200	added ('OK')	text/xml	date:Sun,%2007%20Apr%202024%2019:01:54%20GMT	https://cavaglia.eu/xmlrpc.php?rsd	cavaglia.eu/xmlrpc0db0.php	(from https://cavaglia.eu/)
21:01:55	1045/1045	---M-Z	200	added ('OK')	application/xml	etag:%22415-4f6d83405b240-gzip%22	https://cavaglia.eu/wp-includes/wlwmanifest.xml	cavaglia.eu/wp-includes/wlwmanifest.xml	(from https://cavaglia.eu/)
21:01:56	80294/80294	---MC-	200	added ('OK')	application/json	date:Sun,%2007%20Apr%202024%2019:01:55%20GMT	https://cavaglia.eu/wp-json/	cavaglia.eu/wp-json/index.html	(from https://cavaglia.eu/)
21:01:56	2231/2231	---M--	200	added ('OK')	application/json	date:Sun,%2007%20Apr%202024%2019:01:56%20GMT	https://cavaglia.eu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcavaglia.eu%2F	cavaglia.eu/wp-json/oembed/1.0/embed2a10.json	(from https://cavaglia.eu/)
21:01:57	2326/2326	---M-Z	200	added ('OK')	text/xml	date:Sun,%2007%20Apr%202024%2019:01:57%20GMT	https://cavaglia.eu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcavaglia.eu%2F&format=xml	cavaglia.eu/wp-json/oembed/1.0/embedfd84	(from https://cavaglia.eu/)
21:01:58	17295/17295	---M--	200	added ('OK')	image/png	etag:%22438f-4f7a3c08c6940%22	http://cavaglia.eu/wp-content/uploads/2014/04/cavaglianame-300x36.png	cavaglia.eu/wp-content/uploads/2014/04/cavaglianame-300x36.png	(from https://cavaglia.eu/)
21:01:59	110028/110028	---M--	200	added ('OK')	image/jpeg	etag:%221adcc-531536a2e0240%22	https://cavaglia.eu/wp-content/uploads/2014/04/Logo_lepri_OK.jpg	cavaglia.eu/wp-content/uploads/2014/04/Logo_lepri_OK.jpg	(from https://cavaglia.eu/)
21:02:01	35719/35719	---M-Z	200	added ('OK')	text/html	date:Sun,%2007%20Apr%202024%2019:02:00%20GMT	http://cavaglia.eu/zero-neet/	cavaglia.eu/zero-neet/index.html	(from https://cavaglia.eu/)
21:02:01	55488/55488	---M--	200	added ('OK')	image/png	etag:%22d8c0-4f80b3424d380%22	https://cavaglia.eu/wp-content/uploads/2014/04/formula2.png	cavaglia.eu/wp-content/uploads/2014/04/formula2.png	(from https://cavaglia.eu/)
21:02:01	46649/46649	---M-Z	200	added ('OK')	text/html	date:Sun,%2007%20Apr%202024%2019:02:00%20GMT	https://cavaglia.eu/about/	cavaglia.eu/about/index.html	(from https://cavaglia.eu/)
21:02:02	38990/38990	---M--	200	added ('OK')	image/png	etag:%22984e-4f7a370db6900%22	https://cavaglia.eu/wp-content/uploads/2014/04/lavoro.png	cavaglia.eu/wp-content/uploads/2014/04/lavoro.png	(from https://cavaglia.eu/)
21:02:03	893386/893386	---M--	200	added ('OK')	image/jpeg	etag:%22da1ca-4f80af1cdcb40%22	https://cavaglia.eu/wp-content/uploads/2014/04/formazione.jpg	cavaglia.eu/wp-content/uploads/2014/04/formazione.jpg	(from https://cavaglia.eu/)
21:02:04	29943/29943	---M--	200	added ('OK')	image/png	etag:%2274f7-4f80b1a7449c0%22	https://cavaglia.eu/wp-content/uploads/2014/04/lavoro1.png	cavaglia.eu/wp-content/uploads/2014/04/lavoro1.png	(from https://cavaglia.eu/)
21:02:06	18825/18825	---M--	200	added ('OK')	image/png	etag:%224989-4f7a3973e1200%22	https://cavaglia.eu/wp-content/uploads/2014/04/politica.png	cavaglia.eu/wp-content/uploads/2014/04/politica.png	(from https://cavaglia.eu/)
21:02:08	1219843/1219843	---M--	200	added ('OK')	image/jpeg	etag:%22129d03-4f7a4595ff240%22	https://cavaglia.eu/wp-content/uploads/2014/04/sviluppo.jpg	cavaglia.eu/wp-content/uploads/2014/04/sviluppo.jpg	(from https://cavaglia.eu/)
21:02:08	893120/893120	---M--	200	added ('OK')	image/jpeg	etag:%22da0c0-4f7a46b6f5c00%22	https://cavaglia.eu/wp-content/uploads/2014/04/costiburocrazia.jpg	cavaglia.eu/wp-content/uploads/2014/04/costiburocrazia.jpg	(from https://cavaglia.eu/)
21:02:08	35617/35617	---M--	200	added ('OK')	image/png	etag:%228b21-4f7a2f2f8d900%22	https://cavaglia.eu/wp-content/uploads/2014/04/famiglia.png	cavaglia.eu/wp-content/uploads/2014/04/famiglia.png	(from https://cavaglia.eu/)
21:02:10	36622/36622	---M--	200	added ('OK')	image/png	etag:%228f0e-4f7a3548b7c40%22	https://cavaglia.eu/wp-content/uploads/2014/04/salute.png	cavaglia.eu/wp-content/uploads/2014/04/salute.png	(from https://cavaglia.eu/)
21:02:13	24355/24355	---M--	200	added ('OK')	image/png	etag:%225f23-4f7a3439dfd40%22	https://cavaglia.eu/wp-content/uploads/2014/04/trasporti.png	cavaglia.eu/wp-content/uploads/2014/04/trasporti.png	(from https://cavaglia.eu/)
21:02:13	1297634/1297634	---M--	200	added ('OK')	image/jpeg	etag:%2213cce2-4f7a49af09d40%22	https://cavaglia.eu/wp-content/uploads/2014/04/salute.jpg	cavaglia.eu/wp-content/uploads/2014/04/salute.jpg	(from https://cavaglia.eu/)
21:02:13	2059324/2059324	---M--	200	added ('OK')	image/jpeg	etag:%221f6c3c-4f7a47e35e0c0%22	https://cavaglia.eu/wp-content/uploads/2014/04/famiglia.jpg	cavaglia.eu/wp-content/uploads/2014/04/famiglia.jpg	(from https://cavaglia.eu/)
21:02:14	58758/58758	---M--	200	added ('OK')	image/png	etag:%22e586-4f7a31252f880%22	https://cavaglia.eu/wp-content/uploads/2014/04/Ambiente-energia.png	cavaglia.eu/wp-content/uploads/2014/04/Ambiente-energia.png	(from https://cavaglia.eu/)
21:02:21	1062381/1062381	---M--	200	added ('OK')	image/jpeg	etag:%221035ed-4f7a48a5eabc0%22	https://cavaglia.eu/wp-content/uploads/2014/04/trasporti.jpg	cavaglia.eu/wp-content/uploads/2014/04/trasporti.jpg	(from https://cavaglia.eu/)
21:02:45	160292/160292	---M--	200	added ('OK')	image/png	etag:%2227224-5321ce1c7e400%22	https://cavaglia.eu/wp-content/uploads/2014/04/Screen-Shot-2016-05-05-at-20.50.55-1.png	cavaglia.eu/wp-content/uploads/2014/04/Screen-Shot-2016-05-05-at-20.50.55-1.png	(from https://cavaglia.eu/)
21:02:55	314093/314093	---M--	200	added ('OK')	application/pdf	etag:%224caed-5321ce5b6f880%22	http://cavaglia.eu/wp-content/uploads/2016/05/CAVAGLIA-verticale_10x21_DEF.pdf	cavaglia.eu/wp-content/uploads/2016/05/CAVAGLIA-verticale_10x21_DEF.pdf	(from https://cavaglia.eu/)
21:02:59	290817/290817	---M--	200	added ('OK')	application/pdf	etag:%2247001-5321ce52da440%22	http://cavaglia.eu/wp-content/uploads/2016/05/PD_CAVAGLIA_Santino_DEF-stampa.pdf	cavaglia.eu/wp-content/uploads/2016/05/PD_CAVAGLIA_Santino_DEF-stampa.pdf	(from https://cavaglia.eu/)
21:02:59	8564/8564	---M--	200	added ('OK')	image/jpeg	etag:%222174-4f87f617d9dc0%22	https://cavaglia.eu/wp-content/uploads/2014/05/profilo-small.jpeg	cavaglia.eu/wp-content/uploads/2014/05/profilo-small.jpg	(from https://cavaglia.eu/)
21:03:43	1030634/1030634	---M--	200	added ('OK')	image/jpeg	etag:%22fb9ea-4f7a411501200%22	https://cavaglia.eu/wp-content/uploads/2014/04/energia.jpg	cavaglia.eu/wp-content/uploads/2014/04/energia.jpg	(from https://cavaglia.eu/)
21:03:47	9579/9579	---M--	200	added ('OK')	image/png	etag:%22256b-4f7a44f7afcc0%22	http://cavaglia.eu/wp-content/uploads/2014/04/bandiera02.png	cavaglia.eu/wp-content/uploads/2014/04/bandiera02.png	(from https://cavaglia.eu/)
21:04:00	76312/76312	---M--	200	added ('OK')	image/jpeg	etag:%2212a18-4f7f6625b2ac0%22	http://cavaglia.eu/wp-content/uploads/2014/04/Torino2.jpg	cavaglia.eu/wp-content/uploads/2014/04/Torino2.jpg	(from https://cavaglia.eu/)
21:04:01	444293/444293	---M--	200	added ('OK')	image/png	etag:%226c785-53153b39cd640%22	http://cavaglia.eu/wp-content/uploads/2014/04/Screen-Shot-2016-04-25-at-20.53.35.png	cavaglia.eu/wp-content/uploads/2014/04/Screen-Shot-2016-04-25-at-20.53.35.png	(from https://cavaglia.eu/)
21:04:57	1075330/1075330	---M--	200	added ('OK')	image/png	etag:%22106882-53153c0e78c00%22	https://cavaglia.eu/wp-content/uploads/2014/04/Screen-Shot-2016-04-25-at-20.57.08.png	cavaglia.eu/wp-content/uploads/2014/04/Screen-Shot-2016-04-25-at-20.57.08.png	(from https://cavaglia.eu/)
21:05:11	4439/4439	---M-Z	200	added ('OK')	application/javascript	etag:%221157-543c69790fb40-gzip%22	https://cavaglia.eu/wp-content/themes/Divi/includes/builder/scripts/frontend-builder-global-functions.js?ver=3.0.23	cavaglia.eu/wp-content/themes/Divi/includes/builder/scripts/frontend-builder-global-functions7ee6.js	(from https://cavaglia.eu/)
21:06:15	2139190/2139190	---M--	200	added ('OK')	image/png	etag:%2220a436-5315359e85c00%22	http://cavaglia.eu/wp-content/uploads/2014/04/Screen-Shot-2016-04-25-at-20.27.25.png	cavaglia.eu/wp-content/uploads/2014/04/Screen-Shot-2016-04-25-at-20.27.25.png	(from https://cavaglia.eu/)
21:06:15	2160/2160	---M-Z	200	added ('OK')	application/javascript	etag:%22870-5c002bfa8d68d-gzip%22	https://cavaglia.eu/wp-includes/js/comment-reply.min.js?ver=5.1.18	cavaglia.eu/wp-includes/js/comment-reply.minad9f.js	(from https://cavaglia.eu/)
21:06:15	7784/7784	---M-Z	200	added ('OK')	application/javascript	etag:%221e68-543c69790fb40-gzip%22	https://cavaglia.eu/wp-content/themes/Divi/includes/builder/scripts/jquery.mobile.custom.min.js?ver=3.0.23	cavaglia.eu/wp-content/themes/Divi/includes/builder/scripts/jquery.mobile.custom.min7ee6.js	(from https://cavaglia.eu/)
21:06:16	48865/48865	---M-Z	200	added ('OK')	application/javascript	etag:%22bee1-543c69790fb40-gzip%22	https://cavaglia.eu/wp-content/themes/Divi/js/custom.js?ver=3.0.23	cavaglia.eu/wp-content/themes/Divi/js/custom7ee6.js	(from https://cavaglia.eu/)
21:06:17	3221/3221	---M-Z	200	added ('OK')	application/javascript	etag:%22c95-543c69790fb40-gzip%22	https://cavaglia.eu/wp-content/themes/Divi/includes/builder/scripts/jquery.fitvids.js?ver=3.0.23	cavaglia.eu/wp-content/themes/Divi/includes/builder/scripts/jquery.fitvids7ee6.js	(from https://cavaglia.eu/)
21:06:18	8833/8833	---M-Z	200	added ('OK')	application/javascript	etag:%222281-543c69790fb40-gzip%22	https://cavaglia.eu/wp-content/themes/Divi/includes/builder/scripts/waypoints.min.js?ver=3.0.23	cavaglia.eu/wp-content/themes/Divi/includes/builder/scripts/waypoints.min7ee6.js	(from https://cavaglia.eu/)
21:06:19	22380/22380	---M-Z	200	added ('OK')	application/javascript	etag:%22576c-543c69790fb40-gzip%22	https://cavaglia.eu/wp-content/themes/Divi/includes/builder/scripts/jquery.magnific-popup.js?ver=3.0.23	cavaglia.eu/wp-content/themes/Divi/includes/builder/scripts/jquery.magnific-popup7ee6.js	(from https://cavaglia.eu/)
21:06:20	145841/145841	---M-Z	200	added ('OK')	application/javascript	etag:%22239b1-543c69790fb40-gzip%22	https://cavaglia.eu/wp-content/themes/Divi/includes/builder/scripts/frontend-builder-scripts.js?ver=3.0.23	cavaglia.eu/wp-content/themes/Divi/includes/builder/scripts/frontend-builder-scripts7ee6.js	(from https://cavaglia.eu/)
21:06:21	1443/1443	---M-Z	200	added ('OK')	application/javascript	etag:%225a3-5fbd99dd763a7-gzip%22	https://cavaglia.eu/wp-includes/js/wp-embed.min.js?ver=5.1.18	cavaglia.eu/wp-includes/js/wp-embed.minad9f.js	(from https://cavaglia.eu/)
21:06:22	178/178	---M--	200	added ('OK')	image/png	etag:%22b2-55835a8bca6c0%22	https://cavaglia.eu/wp-content/plugins/mailchimp//css/flick/images/ui-bg_flat_75_ffffff_40x100.png	cavaglia.eu/wp-content/plugins/mailchimp/css/flick/images/ui-bg_flat_75_ffffff_40x100.png	(from https://cavaglia.eu/wp-content/plugins/mailchimp//css/flick/flick.css?ver=5.1.18)
21:06:23	92/92	---M--	200	added ('OK')	image/png	etag:%225c-55835a8bca6c0%22	https://cavaglia.eu/wp-content/plugins/mailchimp//css/flick/images/ui-bg_highlight-soft_50_dddddd_1x100.png	cavaglia.eu/wp-content/plugins/mailchimp/css/flick/images/ui-bg_highlight-soft_50_dddddd_1x100.png	(from https://cavaglia.eu/wp-content/plugins/mailchimp//css/flick/flick.css?ver=5.1.18)
21:06:24	90/90	---M--	200	added ('OK')	image/png	etag:%225a-55835a8bca6c0%22	https://cavaglia.eu/wp-content/plugins/mailchimp//css/flick/images/ui-bg_highlight-soft_100_f6f6f6_1x100.png	cavaglia.eu/wp-content/plugins/mailchimp/css/flick/images/ui-bg_highlight-soft_100_f6f6f6_1x100.png	(from https://cavaglia.eu/wp-content/plugins/mailchimp//css/flick/flick.css?ver=5.1.18)
21:06:25	118/118	---M--	200	added ('OK')	image/png	etag:%2276-55835a8bca6c0%22	https://cavaglia.eu/wp-content/plugins/mailchimp//css/flick/images/ui-bg_highlight-soft_25_0073ea_1x100.png	cavaglia.eu/wp-content/plugins/mailchimp/css/flick/images/ui-bg_highlight-soft_25_0073ea_1x100.png	(from https://cavaglia.eu/wp-content/plugins/mailchimp//css/flick/flick.css?ver=5.1.18)
21:06:26	105/105	---M--	200	added ('OK')	image/png	etag:%2269-55835a8bca6c0%22	https://cavaglia.eu/wp-content/plugins/mailchimp//css/flick/images/ui-bg_glass_65_ffffff_1x400.png	cavaglia.eu/wp-content/plugins/mailchimp/css/flick/images/ui-bg_glass_65_ffffff_1x400.png	(from https://cavaglia.eu/wp-content/plugins/mailchimp//css/flick/flick.css?ver=5.1.18)
21:06:27	178/178	---M--	200	added ('OK')	image/png	etag:%22b2-55835a8bca6c0%22	https://cavaglia.eu/wp-content/plugins/mailchimp//css/flick/images/ui-bg_flat_55_ffffff_40x100.png	cavaglia.eu/wp-content/plugins/mailchimp/css/flick/images/ui-bg_flat_55_ffffff_40x100.png	(from https://cavaglia.eu/wp-content/plugins/mailchimp//css/flick/flick.css?ver=5.1.18)
21:06:28	4369/4369	---M--	200	added ('OK')	image/png	etag:%221111-55835a8bca6c0%22	https://cavaglia.eu/wp-content/plugins/mailchimp//css/flick/images/ui-icons_ff0084_256x240.png	cavaglia.eu/wp-content/plugins/mailchimp/css/flick/images/ui-icons_ff0084_256x240.png	(from https://cavaglia.eu/wp-content/plugins/mailchimp//css/flick/flick.css?ver=5.1.18)
21:06:29	4369/4369	---M--	200	added ('OK')	image/png	etag:%221111-55835a8bca6c0%22	https://cavaglia.eu/wp-content/plugins/mailchimp//css/flick/images/ui-icons_0073ea_256x240.png	cavaglia.eu/wp-content/plugins/mailchimp/css/flick/images/ui-icons_0073ea_256x240.png	(from https://cavaglia.eu/wp-content/plugins/mailchimp//css/flick/flick.css?ver=5.1.18)
21:06:30	4369/4369	---M--	200	added ('OK')	image/png	etag:%221111-55835a8bca6c0%22	https://cavaglia.eu/wp-content/plugins/mailchimp//css/flick/images/ui-icons_666666_256x240.png	cavaglia.eu/wp-content/plugins/mailchimp/css/flick/images/ui-icons_666666_256x240.png	(from https://cavaglia.eu/wp-content/plugins/mailchimp//css/flick/flick.css?ver=5.1.18)
21:06:31	4369/4369	---M--	200	added ('OK')	image/png	etag:%221111-55835a8bca6c0%22	https://cavaglia.eu/wp-content/plugins/mailchimp//css/flick/images/ui-icons_ffffff_256x240.png	cavaglia.eu/wp-content/plugins/mailchimp/css/flick/images/ui-icons_ffffff_256x240.png	(from https://cavaglia.eu/wp-content/plugins/mailchimp//css/flick/flick.css?ver=5.1.18)
21:06:32	4369/4369	---M--	200	added ('OK')	image/png	etag:%221111-55835a8bca6c0%22	https://cavaglia.eu/wp-content/plugins/mailchimp//css/flick/images/ui-icons_454545_256x240.png	cavaglia.eu/wp-content/plugins/mailchimp/css/flick/images/ui-icons_454545_256x240.png	(from https://cavaglia.eu/wp-content/plugins/mailchimp//css/flick/flick.css?ver=5.1.18)
21:06:33	180/180	---M--	200	added ('OK')	image/png	etag:%22b4-55835a8bca6c0%22	https://cavaglia.eu/wp-content/plugins/mailchimp//css/flick/images/ui-bg_flat_0_eeeeee_40x100.png	cavaglia.eu/wp-content/plugins/mailchimp/css/flick/images/ui-bg_flat_0_eeeeee_40x100.png	(from https://cavaglia.eu/wp-content/plugins/mailchimp//css/flick/flick.css?ver=5.1.18)
21:06:34	180/180	---M--	200	added ('OK')	image/png	etag:%22b4-55835a8bca6c0%22	https://cavaglia.eu/wp-content/plugins/mailchimp//css/flick/images/ui-bg_flat_0_aaaaaa_40x100.png	cavaglia.eu/wp-content/plugins/mailchimp/css/flick/images/ui-bg_flat_0_aaaaaa_40x100.png	(from https://cavaglia.eu/wp-content/plugins/mailchimp//css/flick/flick.css?ver=5.1.18)
21:06:35	83084/83084	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221448c-543c69790fb40%22	https://cavaglia.eu/wp-content/themes/Divi/core/admin/fonts/modules.eot	cavaglia.eu/wp-content/themes/Divi/core/admin/fonts/modules.eot	(from https://cavaglia.eu/wp-content/themes/Divi/style.css?ver=3.0.23)
21:06:36	83084/83084	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221448c-543c69790fb40%22	https://cavaglia.eu/wp-content/themes/Divi/core/admin/fonts/modules.eot?	cavaglia.eu/wp-content/themes/Divi/core/admin/fonts/modulesd41d.eot	(from https://cavaglia.eu/wp-content/themes/Divi/style.css?ver=3.0.23)
21:06:37	82920/82920	---M--	200	added ('OK')	font/ttf	etag:%22143e8-543c69790fb40%22	https://cavaglia.eu/wp-content/themes/Divi/core/admin/fonts/modules.ttf	cavaglia.eu/wp-content/themes/Divi/core/admin/fonts/modules.ttf	(from https://cavaglia.eu/wp-content/themes/Divi/style.css?ver=3.0.23)
21:06:38	82996/82996	---M--	200	added ('OK')	font/woff	etag:%2214434-543c69790fb40%22	https://cavaglia.eu/wp-content/themes/Divi/core/admin/fonts/modules.woff	cavaglia.eu/wp-content/themes/Divi/core/admin/fonts/modules.woff	(from https://cavaglia.eu/wp-content/themes/Divi/style.css?ver=3.0.23)
21:06:40	293542/293542	---M--	200	added ('OK')	image/svg+xml	etag:%2247aa6-543c69790fb40%22	https://cavaglia.eu/wp-content/themes/Divi/core/admin/fonts/modules.svg	cavaglia.eu/wp-content/themes/Divi/core/admin/fonts/modules.svg	(from https://cavaglia.eu/wp-content/themes/Divi/style.css?ver=3.0.23)
21:06:40	1422/1422	---M--	200	added ('OK')	image/gif	etag:%2258e-543c69790fb40%22	https://cavaglia.eu/wp-content/themes/Divi/includes/builder/styles/images/subscribe-loader.gif	cavaglia.eu/wp-content/themes/Divi/includes/builder/styles/images/subscribe-loader.gif	(from https://cavaglia.eu/wp-content/themes/Divi/style.css?ver=3.0.23)
21:06:41	9427/9427	---M--	200	added ('OK')	image/gif	etag:%2224d3-543c69790fb40%22	https://cavaglia.eu/wp-content/themes/Divi/includes/builder/styles/images/preloader.gif	cavaglia.eu/wp-content/themes/Divi/includes/builder/styles/images/preloader.gif	(from https://cavaglia.eu/wp-content/themes/Divi/style.css?ver=3.0.23)
21:06:42	17119/17119	---M--	200	added ('OK')	image/png	etag:%2242df-543c69790fb40%22	https://cavaglia.eu/wp-content/themes/Divi/epanel/shortcodes/images/shortcodes-sprite.png	cavaglia.eu/wp-content/themes/Divi/epanel/shortcodes/images/shortcodes-sprite.png	(from https://cavaglia.eu/wp-content/themes/Divi/epanel/shortcodes/css/shortcodes.css?ver=3.0.23)
21:06:43	2257/2257	---M--	200	added ('OK')	application/json	date:Sun,%2007%20Apr%202024%2019:06:43%20GMT	https://cavaglia.eu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcavaglia.eu%2Fabout%2F	cavaglia.eu/wp-json/oembed/1.0/embedc5db.json	(from https://cavaglia.eu/about/)
21:06:44	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2007%20Apr%202024%2019:06:44%20GMT	https://cavaglia.eu/?p=330	cavaglia.eu/index1639.html	(from https://cavaglia.eu/about/)
21:06:44	720/720	---M-Z	200	added ('OK')	application/rss+xml	etag:%2254a4d0f8ffa45b1bed5b7111e319b145-gzip%22	https://cavaglia.eu/about/feed/	cavaglia.eu/about/feed/index.html	(from https://cavaglia.eu/about/)
21:06:44	2350/2350	---M-Z	200	added ('OK')	text/xml	date:Sun,%2007%20Apr%202024%2019:06:44%20GMT	https://cavaglia.eu/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fcavaglia.eu%2Fabout%2F&format=xml	cavaglia.eu/wp-json/oembed/1.0/embedce72	(from https://cavaglia.eu/about/)
21:06:46	359984/359984	---M--	200	added ('OK')	image/png	etag:%2257e30-4f80bb4b608c0%22	https://cavaglia.eu/wp-content/uploads/2014/04/roby-sfondobianco.png	cavaglia.eu/wp-content/uploads/2014/04/roby-sfondobianco.png	(from https://cavaglia.eu/about/)
21:06:48	534949/534949	---M--	200	added ('OK')	image/jpeg	etag:%22829a5-4f80c08b1ab00%22	https://cavaglia.eu/wp-content/uploads/2014/04/SacraSanMichele-small.jpg	cavaglia.eu/wp-content/uploads/2014/04/SacraSanMichele-small.jpg	(from https://cavaglia.eu/about/)
